C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Quartz,C_Tot_K_fs,C_Tot_Plag,C_Tot_Flds,C_Tot_14A,C_Tot_10A,C_Kaolinit,C_Tot_Clay,C_Gibbsite,C_Calcite,C_Dolomite,C_Aragon,C_Tot_Carb,C_Analcime,C_Heuland,C_Tot_Zeol,C_Gypsum,C_Talc,C_Hornbl,C_Serpent,C_Hematite,C_Goethite,C_Pyroxene,C_Pyrite,C_Other,C_Amorph,C_Ag,C_Al,C_As,C_Ba,C_Be,C_Bi,C_C_Tot,C_C_Inorg,C_C_Org,C_Ca,C_Cd,C_Ce,C_Co,C_Cr,C_Cs,C_Cu,C_Fe,C_Ga,C_Hg,C_In,C_K,C_La,C_Li,C_Mg,C_Mn,C_Mo,C_Na,C_Nb,C_Ni,C_P,C_Pb,C_Rb,C_S,C_Sb,C_Sc,C_Se,C_Sn,C_Sr,C_Te,C_Th,C_Ti,C_Tl,C_U,C_V,C_W,C_Y,C_Zn
C-359086,239,TX,32.6677,-103.0472,06/05/10,Planted/Cultivated,Fallow,15-35,55.8,1.2,N.D.,1.2,N.D.,5.2,N.D.,5.2,N.D.,26.9,N.D.,N.D.,26.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,10.9,<1,1.67,9.7,359,0.6,0.09,3.09,3.2,N.D.,10.1,0.1,14.9,2.5,4,<5,26.2,0.77,4.15,0.01,<0.02,0.65,9.1,14,0.31,68,0.28,0.09,4.4,8.6,110,6.3,29.2,0.02,0.47,2.2,<0.2,0.6,157,<0.1,2.7,0.08,0.2,1,18,0.5,4.8,34
C-357735,248,TX,33.5372,-95.348,06/29/10,Planted/Cultivated,Pasture/Hay,74-96,56,0.6,1.5,2.1,9.9,8.5,N.D.,18.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,23.5,<1,5.95,5.4,264,1.9,0.26,0.22,N.D.,0.22,0.46,<0.1,83,11.2,44,6,12.7,2.43,13.7,0.01,0.06,0.61,30,37,0.44,189,0.84,0.25,14.3,17.3,80,19.5,73.4,0.01,0.99,8.4,0.5,1.7,72.7,<0.1,11.4,0.35,0.6,3.5,78,1.4,21.1,57
C-357736,268,TX,31.3387,-95.8097,07/12/10,Planted/Cultivated,Urban/Recreational Grasses,85-105,76,0.6,N.D.,0.6,N.D.,7,N.D.,7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,16.4,<1,2.75,3.7,231,0.6,0.13,0.14,N.D.,0.14,0.06,<0.1,50.5,3.6,16,<5,9.1,1.18,6.07,0.02,0.03,0.49,21.1,19,0.13,48,0.69,0.03,6.3,11.6,80,13.2,50.1,<0.01,0.5,3.9,0.3,0.9,28.3,<0.1,6.9,0.27,0.3,2,38,0.4,12.5,24
C-357737,284,TX,29.8466,-97.9222,07/15/10,Planted/Cultivated,Urban/Recreational Grasses,76-98,13.8,N.D.,N.D.,N.D.,N.D.,9.2,2.7,11.8,N.D.,51.4,N.D.,N.D.,51.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,23,<1,3.48,5.1,209,0.9,0.14,7.36,6.2,1.2,25.3,0.1,31.5,5.5,20,<5,6.6,1.54,7.5,0.01,0.04,1.1,14.5,25,0.39,168,1.03,0.15,6.6,10.3,260,8,42.3,0.02,0.49,5.2,<0.2,0.9,323,<0.1,5.7,0.18,0.3,1.8,45,0.7,11.6,32
N.S.,348,TX,28.031,-98.7782,07/23/10,Shrubland,Shrubland,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.
C-342956,363,TX,36.2957,-101.0378,05/27/10,Planted/Cultivated,Row Crops,76-99,39.6,4.5,6.6,11,N.D.,11.8,4.9,16.7,N.D.,4.7,N.D.,N.D.,4.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,27.9,<1,5.6,6.9,776,1.7,0.24,0.91,0.6,0.3,2.26,0.2,69.7,9.5,33,<5,19.2,2.67,12.5,0.02,0.04,1.7,35.2,31,0.62,444,0.92,0.7,13.1,19.8,320,17.5,79.3,0.03,0.8,7.5,0.2,1.5,146,<0.1,12.2,0.29,0.6,2.5,68,1.3,21.3,65
C-342378,383,TX,34.3881,-101.8519,05/30/10,Planted/Cultivated,Row Crops,90-111,50.8,3.2,6,9.2,N.D.,12.2,4.4,16.5,N.D.,0.3,N.D.,N.D.,0.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,23.2,<1,5.4,8.3,475,1.7,0.22,0.72,N.D.,0.72,0.72,0.3,60.2,9.3,31,<5,19.5,2.58,11.5,0.02,0.04,1.75,30.9,31,0.53,516,0.79,0.49,12.4,19.2,340,17.4,83.5,0.02,0.75,6.8,0.2,1.5,107,<0.1,10.3,0.28,0.5,2,64,1.2,19.5,65
C-359087,388,TX,29.5276,-103.125,06/12/10,Shrubland,Shrubland,30-36,4.7,3.8,10.2,14,6.9,N.D.,0.2,7.1,N.D.,42.1,N.D.,N.D.,42.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.9,N.D.,N.D.,16.3,<1,3.79,7.3,284,1.1,0.13,5.35,5.1,0.3,19.2,0.5,38.2,18.9,8,<5,41.4,5.27,11.2,0.01,0.07,0.76,18,14,1.4,858,1.57,0.85,2.4,16.9,1230,6.6,26.3,0.01,0.25,13.2,1.5,1,1040,<0.1,2.7,1.19,0.4,2.1,177,<0.1,17.2,102
N.S.,440,TX,31.837,-99.349,06/10/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.
C-357738,452,TX,28.8005,-100.4732,07/20/10,Planted/Cultivated,Urban/Recreational Grasses,76-104,48.5,1,9.6,10.6,1.3,6.9,2,10.1,N.D.,15.1,N.D.,N.D.,15.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.8,<1,3.89,4.5,505,1.2,0.13,2.24,1.8,0.4,6.97,0.1,43.1,5.9,13,<5,9.3,1.39,8.67,<0.01,0.03,1.02,19.9,23,0.42,236,1.9,0.71,8.6,7.8,180,10.1,47.9,0.1,0.68,4.8,<0.2,0.9,1090,<0.1,6.4,0.22,0.3,2.6,44,0.8,14.6,31
C-357739,540,TX,28.3619,-97.3012,07/28/10,Planted/Cultivated,Pasture/Hay,82-105,73.9,0.8,N.D.,0.8,7.7,2.1,N.D.,9.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.5,<1,2.91,2.9,392,0.9,0.15,0.15,N.D.,0.15,0.46,<0.1,54.3,6.6,16,<5,8.3,1.29,6.61,0.01,0.03,0.43,23.9,17,0.35,257,0.4,0.14,7.4,11.4,70,12.8,32.6,0.03,0.67,4,<0.2,0.9,51.2,<0.1,6.9,0.21,0.3,1,34,0.6,15.1,33
C-357740,568,TX,30.0043,-94.2698,07/06/10,Planted/Cultivated,Urban/Recreational Grasses,84-110,62.8,N.D.,0.8,0.8,10.7,N.D.,N.D.,10.7,N.D.,1.4,N.D.,N.D.,1.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.2,<1,4.36,2.9,294,1.1,0.18,0.42,0.2,0.2,1.28,<0.1,55.8,7,28,<5,9.9,1.88,10.1,0.02,0.05,0.33,24.3,28,0.25,260,0.53,0.11,12.2,13.2,90,14.1,36.7,0.09,0.58,6.6,0.3,1.4,55.9,<0.1,9.2,0.28,0.4,1.9,55,0.9,14.9,42
C-357741,575,TX,32.9876,-100.3527,06/05/10,Planted/Cultivated,Pasture/Hay,80-100,78.1,3.4,5.9,9.4,N.D.,3.3,0.3,3.6,N.D.,6.2,0.5,N.D.,6.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,2.3,<1,1.89,3.1,721,0.7,0.05,0.88,0.8,0.1,2.6,<0.1,24,2.4,6,<5,5.5,0.62,3.87,<0.01,<0.02,0.88,12.1,12,0.35,278,0.2,0.52,3.2,4.7,180,6.5,32.7,0.02,0.29,2.5,<0.2,0.5,95.7,<0.1,3.6,0.1,0.2,1,19,0.3,9.2,12
C-357742,604,TX,30.6142,-96.6131,07/13/10,Forested Upland,Mixed Forest,78-100,40.4,2.2,N.D.,2.2,12.9,5.4,3.6,21.9,N.D.,2.8,N.D.,N.D.,2.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,32.7,<1,6.93,13.7,849,1.5,0.34,0.57,0.3,0.3,1.51,<0.1,70,5.6,56,5,9.9,4.25,16.7,0.03,0.08,1.18,33.9,34,0.5,123,1.27,0.21,17.6,12.7,210,19.6,56.4,0.05,0.76,10.3,0.4,2.1,132,<0.1,10.8,0.47,0.5,2.6,113,1.9,14.4,46
C-342957,619,TX,36.4,-101.8247,05/26/10,Herbaceous Upland,Grasslands/Herbaceous,80-90,42.6,3.1,4.4,7.5,N.D.,7.5,N.D.,7.5,N.D.,31.5,N.D.,N.D.,31.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,10.9,<1,2.92,4.1,394,0.7,0.11,4.29,3.8,0.5,12.7,0.2,31.8,4.9,13,<5,9.1,1.27,6.13,0.01,0.02,1.15,16.6,17,0.45,182,0.46,0.27,6.4,10.7,290,9,47.2,0.02,0.47,3.4,<0.2,0.7,146,<0.1,5.4,0.14,0.3,1.2,39,0.6,10.9,28
C-342380,639,TX,34.7963,-101.4357,05/31/10,Herbaceous Upland,Grasslands/Herbaceous,27-62,72.2,7.4,6.2,13.7,N.D.,N.D.,N.D.,N.D.,N.D.,8.5,N.D.,N.D.,8.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,5.6,<1,1.86,1.4,352,0.5,0.05,1.21,1,0.2,3.76,<0.1,17.5,1.8,4,<5,2.8,0.62,3.65,<0.01,<0.02,0.93,9.3,11,0.14,129,0.11,0.54,2.3,3.2,120,5.8,34.6,<0.01,0.18,1.6,<0.2,0.3,98.8,<0.1,2.4,0.07,0.2,0.8,14,0.2,5.3,11
C-359089,644,TX,30.6378,-102.6688,06/12/10,Herbaceous Upland,Grasslands/Herbaceous,69-89,15.9,1.1,3.8,5,N.D.,9.9,N.D.,9.9,N.D.,46.9,N.D.,N.D.,46.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,22.4,<1,3.58,8.1,299,1.3,0.15,6.44,5.6,0.8,19.9,0.3,42.4,6.8,14,<5,18.7,1.6,9.23,0.01,0.04,1.12,20.4,19,0.46,294,1.57,0.35,10.4,12.6,380,11,55.7,0.02,0.72,5.2,0.2,1.2,142,<0.1,6.5,0.21,0.4,1.7,43,1,16,46
C-357743,696,TX,32.6978,-99.81,06/08/10,Planted/Cultivated,Pasture/Hay,80-105,67.1,0.7,N.D.,0.7,N.D.,12.8,N.D.,12.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,19.4,<1,4.11,5.1,264,1.4,0.17,0.23,N.D.,0.23,0.22,<0.1,38.7,4.9,21,<5,10.4,1.93,9.72,0.01,0.04,1.04,17.4,27,0.35,138,0.55,0.12,6.9,14,110,11,60.9,<0.01,0.66,5.7,<0.2,1.2,40.1,<0.1,6.9,0.17,0.4,1.9,50,0.7,12,44
C-357744,708,TX,30.6646,-100.9107,06/12/10,Planted/Cultivated,Pasture/Hay,50-70,27.9,3,1.9,4.9,N.D.,14.6,N.D.,14.6,N.D.,25.6,N.D.,N.D.,25.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.5,N.D.,N.D.,N.D.,N.D.,26.6,<1,4.37,7.3,371,1.7,0.18,3.86,3.1,0.8,10.1,0.3,51.1,8.4,24,<5,15.6,1.99,10.3,0.01,0.04,1.4,24.2,21,0.6,388,0.96,0.31,11.8,14,440,13.2,68.7,0.02,0.8,6.5,<0.2,1.4,103,<0.1,8.8,0.27,0.5,1.8,50,1.2,19.8,57
C-359090,751,TX,31.0333,-103.6363,06/10/10,Barren,Transitional,81-99,20.2,17,24,41,N.D.,4.7,3.2,7.9,N.D.,1.5,N.D.,N.D.,1.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,29.5,<1,7.12,6.2,470,5.9,0.21,0.7,0.2,0.5,1.57,0.2,121,5.8,21,14,32.5,2.9,23.4,0.01,0.11,3.11,61.2,39,0.7,342,1.7,1.79,44.3,11.6,440,20.7,197,0.08,0.7,9.2,0.2,4.5,232,<0.1,16.2,0.36,1.6,3.1,47,2,47.4,100
C-300592,796,TX,27.0654,-98.5095,09/14/07,Shrubland,Shrubland,96-109,50,1.7,N.D.,1.7,N.D.,10.7,N.D.,10.7,N.D.,16.7,N.D.,N.D.,16.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,20.9,<1,3.78,3.6,281,0.9,0.11,2.76,2,0.8,8.21,0.1,32.7,4.5,20,<5,5.6,1.52,8.44,<0.01,0.03,1.05,26,19,0.44,173,0.33,0.19,5.9,12.6,100,9.1,58.9,0.02,0.49,4.6,<0.2,1,70.4,0.1,4.5,0.12,0.4,0.7,32,0.5,15.1,35
C-357746,831,TX,31.8734,-102.4941,06/05/10,Herbaceous Upland,Grasslands/Herbaceous,11-20,77.9,1.2,3.4,4.6,N.D.,5.7,N.D.,5.7,N.D.,0.3,N.D.,N.D.,0.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.5,<1,2.14,2.6,263,0.8,0.13,0.61,N.D.,0.61,0.54,<0.1,22.3,3,13,<5,9.1,0.96,4.75,0.01,<0.02,0.91,11.9,14,0.2,119,0.47,0.25,6.1,7.2,170,8,37.8,0.01,0.55,2.8,<0.2,0.8,51.7,<0.1,4.1,0.14,0.3,0.9,21,0.7,8.4,27
C-357747,844,TX,30.8634,-94.6641,07/10/10,Forested Upland,Mixed Forest,75-98,76.2,N.D.,N.D.,N.D.,N.D.,6.3,8.9,15.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,8.6,<1,3.75,4.3,200,1.4,0.19,0.13,N.D.,0.13,0.11,<0.1,53.6,6.5,23,<5,11,1.91,8.8,0.01,0.04,0.24,22.9,19,0.2,80,0.79,0.04,8.3,10.7,60,13.9,30.9,<0.01,0.82,5.9,0.7,1.2,27.8,<0.1,8.1,0.28,0.3,1.9,62,0.6,17.6,31
C-357748,860,TX,29.9504,-95.0364,07/08/10,Planted/Cultivated,Pasture/Hay,78-108,49.9,0.5,1.1,1.6,14.1,2.8,0.8,17.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,30.8,<1,5.77,4.5,303,2.2,0.23,0.85,N.D.,0.85,0.72,<0.1,59.7,5.4,47,<5,13.4,2.27,13.5,0.01,0.06,0.52,27,36,0.39,80,0.48,0.17,18.3,16.1,90,16.8,69.2,0.01,0.68,9.9,0.3,1.8,90,<0.1,11.5,0.37,0.5,4.2,69,1.4,19.1,57
C-357749,888,TX,33.9946,-99.7917,05/28/10,Planted/Cultivated,Small Grains,76-94,39.6,2.7,5.6,8.3,N.D.,18.7,N.D.,18.7,N.D.,1.1,N.D.,N.D.,1.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,32.3,<1,6.13,6.3,497,2.2,0.23,0.89,0.1,0.8,1.19,0.2,62.8,10.2,43,<5,26.7,2.77,14.2,0.01,0.06,2,29.5,41,0.91,443,0.66,0.6,13.3,21.7,310,18.2,98.8,0.02,0.71,9.6,0.3,2,153,<0.1,12,0.33,0.6,2.1,68,1.3,21.4,69
C-342366,895,TX,35.3988,-102.0883,05/29/10,Herbaceous Upland,Grasslands/Herbaceous,82-105,19,1.5,1.9,3.4,6.4,13.2,N.D.,19.5,N.D.,4.6,6.2,N.D.,10.8,5.3,N.D.,5.3,N.D.,N.D.,N.D.,N.D.,N.D.,2.1,N.D.,N.D.,N.D.,40,<1,6.45,9.3,443,1.7,0.17,1.61,1.4,0.2,3.78,<0.1,55.2,12.3,29,6,18.8,3.1,14.4,<0.01,0.05,1.54,26.3,22,2.39,479,0.25,0.85,11.5,30.3,280,12.5,93.8,0.01,0.6,9,<0.2,1.9,353,<0.1,9,0.29,0.4,1.1,61,1.2,17,38
C-357750,952,TX,32.3016,-98.5121,06/11/10,Planted/Cultivated,Pasture/Hay,80-100,66.9,0.7,0.9,1.6,1,7.5,4.3,12.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,18.8,<1,3.07,3.4,251,1.1,0.12,0.45,N.D.,0.45,0.32,0.1,39.5,5.3,18,<5,11,1.33,7.13,<0.01,0.03,0.98,18,16,0.33,314,0.38,0.12,6.4,10.1,120,11.4,54.3,<0.01,0.47,4.8,<0.2,1,33.6,<0.1,6.7,0.18,0.4,1.2,32,0.6,15,28
C-357751,972,TX,30.0131,-98.8698,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,30-50,6.3,N.D.,N.D.,N.D.,N.D.,9.4,N.D.,9.4,N.D.,64.1,N.D.,N.D.,64.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.4,N.D.,N.D.,N.D.,19.8,<1,2.56,1.7,58,0.9,0.09,9.11,7.7,1.4,32.3,<0.1,29.4,4.8,8,<5,8.6,1.11,5.77,<0.01,0.04,1.06,13.7,15,0.6,409,0.69,0.02,4.4,6.6,140,5.3,43.3,0.03,0.25,5.1,<0.2,0.7,146,<0.1,4.1,0.13,0.2,0.8,26,0.5,13.9,11
C-357752,1016,TX,32.2384,-95.3268,06/29/10,Planted/Cultivated,Pasture/Hay,78-98,85.8,0.8,N.D.,0.8,N.D.,3.2,3.6,6.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,6.7,<1,1.76,4.6,221,0.7,0.1,0.09,N.D.,0.09,0.15,<0.1,28.5,6.3,12,<5,3.6,1.07,4.37,0.02,0.03,0.42,12.8,13,0.09,105,0.42,0.03,6.8,4.8,100,9.4,25.6,<0.01,0.45,3.2,<0.2,0.7,28.1,<0.1,5,0.19,0.2,1.3,37,0.6,8.4,22
C-357753,1036,TX,31.7748,-97.1323,06/22/10,Planted/Cultivated,Urban/Recreational Grasses,85-103,64.6,N.D.,N.D.,N.D.,3.9,N.D.,3.9,7.8,N.D.,13.5,N.D.,N.D.,13.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,14.1,<1,2.86,8.5,2710,1.4,0.13,1.82,1.6,0.2,5.9,0.3,48.6,18.6,17,<5,10.5,1.71,6.89,0.01,0.03,0.46,33.9,22,0.26,2010,1.63,0.06,7.3,32.1,70,12.6,37.8,0.07,0.67,4.9,<0.2,0.9,71.4,<0.1,6.5,0.15,0.4,2,60,0.9,27.2,28
C-357754,1052,TX,29.6616,-98.0457,07/17/10,Planted/Cultivated,Urban/Recreational Grasses,76-104,36,0.4,N.D.,0.4,13.4,4,N.D.,17.5,N.D.,16.4,N.D.,N.D.,16.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,29.7,<1,5.05,6,368,2.1,0.25,2.35,2,0.4,7.43,0.3,71.1,13.4,33,<5,14.4,2.32,12,<0.01,0.05,0.52,29.3,26,0.54,833,0.53,0.05,13.7,20.3,130,20.4,57.3,0.02,0.99,8.5,<0.2,1.7,60.6,<0.1,11.7,0.35,0.6,1.9,55,1.3,25.8,52
C-342372,1087,TX,34.516,-102.9197,05/30/10,Herbaceous Upland,Grasslands/Herbaceous,87-108,58.2,2.9,4.9,7.8,N.D.,12.3,N.D.,12.3,N.D.,0.5,N.D.,N.D.,0.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,21.2,<1,3.85,5.9,400,1.1,0.17,0.47,0.1,0.4,0.57,0.1,44.7,6.3,18,<5,11.7,1.63,9.02,0.01,0.03,1.35,24.3,21,0.38,265,0.47,0.4,9.6,13.5,170,12.7,70,0.02,0.55,5.2,<0.2,1.1,69.3,<0.1,7.5,0.19,0.4,1.3,42,0.9,15.1,43
C-357705,1116,TX,27.1712,-99.418,07/24/10,Shrubland,Shrubland,77-104,34.6,3.3,8.8,12,N.D.,12.9,N.D.,12.9,N.D.,13.4,N.D.,N.D.,13.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,27.1,<1,5.29,9.2,652,2.1,0.2,2.06,1.6,0.5,6.35,0.3,48.9,8.9,19,5,16.9,2.15,12.2,0.01,0.05,1.55,23,30,0.75,346,1.96,1.03,9.2,13.3,450,13.4,75.3,0.07,0.95,7.3,0.3,1.3,369,<0.1,6.9,0.25,0.5,2.3,73,1,17.7,61
C-359091,1151,TX,32.5477,-102.2414,06/05/10,Herbaceous Upland,Grasslands/Herbaceous,78-104,77.5,0.7,1.1,1.8,N.D.,9.7,N.D.,9.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11,<1,3.26,3.8,247,1.1,0.14,0.18,N.D.,0.18,0.24,<0.1,26.9,3.4,14,<5,36.6,1.5,7.68,0.01,0.03,0.97,15.8,24,0.3,121,0.41,0.15,6.8,10.2,110,8.5,47.2,<0.01,0.53,4.2,<0.2,0.9,51.2,<0.1,4.9,0.15,0.3,1.1,36,0.6,8.8,51
C-359092,1156,TX,30.5982,-104.4889,06/17/10,Shrubland,Shrubland,63-80,18.7,19.2,25,44.1,N.D.,6.2,N.D.,6.2,N.D.,11.8,N.D.,N.D.,11.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.9,N.D.,N.D.,N.D.,N.D.,18.4,<1,6.71,8.7,662,4.2,0.14,1.94,1.4,0.5,6.58,0.2,95.8,6.7,16,<5,17.8,2.89,19.6,0.01,0.07,2.96,51.5,28,0.56,546,2.18,1.71,45.3,11.7,960,14.6,118,0.02,0.64,6.8,<0.2,3,332,<0.1,12.7,0.46,0.5,2.4,55,1.5,33.8,65
C-357706,1180,TX,29.0028,-96.4359,07/29/10,Planted/Cultivated,Pasture/Hay,75-98,44.2,0.7,1.3,2,9,4.2,N.D.,13.2,N.D.,16.1,N.D.,N.D.,16.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.5,<1,4.38,5.7,408,2.4,0.19,2.34,1.9,0.4,7.35,0.2,81.4,14.8,21,<5,15.6,2.01,11,0.01,0.04,0.81,29.3,32,0.53,878,0.71,0.19,9.3,19.1,100,18.3,65.3,<0.01,0.62,7.5,<0.2,1.5,84.3,<0.1,8.1,0.26,0.4,1.4,66,0.8,21,40
C-357707,1208,TX,31.8815,-98.56,06/11/10,Planted/Cultivated,Row Crops,80-100,50.2,1.3,N.D.,1.3,N.D.,15,N.D.,15,N.D.,9,N.D.,N.D.,9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.6,<1,4.4,4.5,444,2,0.16,1.7,1.1,0.6,4.11,0.1,63.1,7.5,25,<5,14.2,1.92,10.5,0.01,0.04,1.24,27.5,25,0.56,426,0.5,0.12,8,13.7,180,15.5,78.7,0.01,0.55,7,<0.2,1.3,70.2,<0.1,7.1,0.22,0.5,1.1,44,0.8,18.7,39
C-359093,1220,TX,30.7788,-101.8439,06/14/10,Shrubland,Shrubland,28-46,27.7,3.4,2.6,6,N.D.,7.4,N.D.,7.4,N.D.,38.6,N.D.,N.D.,38.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,20.2,<1,2.78,7,278,0.9,0.12,6.06,4.6,1.5,17.9,0.2,38.9,4.9,11,<5,27,1.29,6.82,0.01,0.02,1.05,20,14,0.44,267,1.27,0.39,7.8,9.3,400,9.5,45.4,0.02,0.56,4,0.3,0.9,215,<0.1,6.1,0.17,0.3,1.8,32,0.7,14.8,45
C-359094,1263,TX,32.6329,-102.8879,06/14/10,Planted/Cultivated,Pasture/Hay,81-96,77.8,1.1,1.6,2.7,N.D.,7.8,N.D.,7.8,N.D.,0.3,N.D.,N.D.,0.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.4,<1,2.24,5,204,0.8,0.12,0.11,N.D.,0.11,0.22,<0.1,19.3,2.3,9,<5,33.7,1.07,5.59,<0.01,<0.02,0.78,12.4,17,0.24,78,0.31,0.1,5.6,8.2,80,7.2,36.8,<0.01,0.5,3,<0.2,0.7,37,<0.1,3.9,0.11,0.2,0.7,27,0.5,6.5,42
